"PlotId","StationId","Yearmon","Ta_200","Ta_200_min","Ta_200_max"
"fod1","000rug","2012-11",13.175,12.357,14.064
"fod1","000rug","2012-12",13.182,12.588,13.815
"fod2","000rug","2012-01",13.19,12.11,14.739
"fod2","000rug","2012-02",13.036,11.677,14.554
"fod2","000rug","2012-03",12.843,12.137,14.101
"fod2","000rug","2012-04",11.883,10.717,13.173
"fod2","000rug","2012-05",10.95,9.787,12.177
"fod2","000rug","2012-06",9.572,7.992,12.731
"fod2","000rug","2012-07",8.994,7.525,11.768
"fod2","000rug","2012-08",9.74,8.148,11.451
"fod2","000rug","2012-09",10.78,9.478,14.484
"fod2","000rug","2012-10",11.616,9.915,13.148
"fod2","000rug","2012-11",11.8285,10.716,13.0385
"fod2","000rug","2012-12",11.9885,11.361,13.1245
"fod2","000rug","2013-01",13.09,11.613,14.845
"fod2","000rug","2013-02",13.341,11.928,14.906
"fod2","000rug","2013-03",12.294,11.427,13.025
"fod2","000rug","2013-04",11.899,11.031,13.084
"fod2","000rug","2013-05",10.231,9.183,11.909
"fod2","000rug","2013-06",8.633,7.517,10.068
"fod2","000rug","2013-07",8.367,6.892,10.219
"fod2","000rug","2013-08",8.828,7.673,11.076
"fod2","000rug","2013-09",10.271,8.758,12.592
"fod2","000rug","2013-10",10.71,9.739,12.085
"fod2","000rug","2013-11",11.559,10.196,12.561
"fod2","000rug","2013-12",11.211,10.387,12.31
"fod3","000rug","2012-01",16.418,14.629,18.18
"fod3","000rug","2012-02",15.938,13.35,18.016
"fod3","000rug","2012-03",15.028,13.788,16.962
"fod3","000rug","2012-04",13.625,12.454,15.645
"fod3","000rug","2012-05",12.39,11.469,13.579
"fod3","000rug","2012-06",11.002,9.625,14.15
"fod3","000rug","2012-07",10.113,8.964,11.828
"fod3","000rug","2012-08",10.762,9.489,12.129
"fod3","000rug","2012-09",11.704,10.577,14.459
"fod3","000rug","2012-10",13.028,11.061,14.84
"fod3","000rug","2012-11",13.38,12.226,14.429
"fod3","000rug","2012-12",13.403,12.502,14.117
"fod3","000rug","2013-01",14.255,12.878,16.432
"fod3","000rug","2013-02",14.489,13.068,16.048
"fod3","000rug","2013-03",13.905,13.28,14.827
"fod3","000rug","2013-04",13.461,12.547,14.408
"fod3","000rug","2013-05",11.881,11.132,12.988
"fod3","000rug","2013-06",10.174,8.801,11.573
"fod3","000rug","2013-07",9.736,8.662,10.765
"fod3","000rug","2013-08",10.336,9.215,12.094
"fod3","000rug","2013-09",11.93,10.612,14.331
"fod3","000rug","2013-10",12.561,11.213,14.042
"fod3","000rug","2013-11",13.711,12.022,14.792
"fod3","000rug","2013-12",13.175,11.855,14.407
"fod3","000rug","2014-01",14.43,13.236,15.065
"fod3","000rug","2014-02",13.833,12.387,15.296
"fod3","000rug","2014-03",13.5655,12.3595,14.9185
"fod3","000rug","2014-04",13.016,12.2,14.059
"fod4","000rug","2012-01",12.344,11.107,13.876
"fod4","000rug","2012-02",12.626,11.455,13.71
"fod4","000rug","2012-03",12.692,11.508,13.962
"fod4","000rug","2012-04",11.929,10.813,12.864
"fod4","000rug","2012-05",11.111,9.756,12.279
"fod4","000rug","2012-06",9.731,8.415,12.421
"fod4","000rug","2012-07",8.947,7.876,10.836
"fod4","000rug","2012-08",9.256,7.236,10.873
"fod4","000rug","2012-09",10.126,8.425,13.067
"fod4","000rug","2012-10",11.186,9.148,12.421
"fod4","000rug","2012-11",11.863,10.905,12.901
"fod4","000rug","2012-12",11.8445,10.9245,12.5655
"fod4","000rug","2013-01",12.504,11.052,14.377
"fod4","000rug","2013-02",13.041,10.885,13.819
"fod4","000rug","2013-03",12.757,11.827,13.962
"fod4","000rug","2013-04",12.126,11.174,13.309
"fod4","000rug","2013-05",10.478,9.528,11.856
"fod4","000rug","2013-06",8.894,7.248,10.317
"fod4","000rug","2013-07",8.429,7.332,9.931
"fod4","000rug","2013-08",8.998,7.848,10.442
"fod4","000rug","2013-09",10.461,9.038,12.835
"fod4","000rug","2013-10",10.644,8.841,11.617
"fod4","000rug","2013-11",12.482,10.677,13.512
"fod4","000rug","2013-12",11.552,10.035,12.864
"fod4","000rug","2014-01",12.911,11.258,14.858
"fod4","000rug","2014-02",12.902,11.231,14.106
"fod5","000rug","2012-01",13.367,12.213,14.862
"fod5","000rug","2012-02",13.475,12.401,14.666
"fod5","000rug","2012-03",13.315,12.186,14.716
"fod5","000rug","2012-04",12.538,11.443,13.536
"fod5","000rug","2012-05",11.69,10.515,12.833
"fod5","000rug","2012-06",10.366,9.151,12.914
"fod5","000rug","2012-07",9.548,8.426,11.105
"fod5","000rug","2012-08",9.946,7.983,11.4
"fod5","000rug","2012-09",10.792,9.382,13.349
"fod5","000rug","2012-10",12.202,10.272,13.278
"fod5","000rug","2012-11",12.819,11.883,13.712
"fod5","000rug","2012-12",12.8445,12.132,13.518
"fod5","000rug","2013-01",13.591,12.3,15.318
"fod5","000rug","2013-02",13.879,11.803,14.98
"fod5","000rug","2013-03",13.501,12.546,14.699
"fod5","000rug","2013-04",12.835,11.918,14.066
"fod5","000rug","2013-05",11.196,10.239,12.554
"fod5","000rug","2013-06",9.689,8.202,11.013
"fod5","000rug","2013-07",9.277,8.308,10.512
"fod5","000rug","2013-08",9.808,8.775,11.38
"fod5","000rug","2013-09",11.309,9.856,13.633
"fod5","000rug","2013-10",11.664,10.091,12.798
"fod5","000rug","2013-11",13.213,11.634,14.483
"fod5","000rug","2013-12",12.622,11.365,13.696
"fod5","000rug","2014-01",13.641,12.018,15.079
"fod5","000rug","2014-02",13.261,12.211,15.06
"fpd1","000rug","2012-01",12.064,10.487,13.714
"fpd1","000rug","2012-02",11.597,9.322,13.461
"fpd1","000rug","2012-03",10.785,9.693,12.486
"fpd1","000rug","2012-04",9.449,8.285,11.262
"fpd1","000rug","2012-05",8.373,6.654,9.679
"fpd1","000rug","2012-06",7.36,5.72,9.832
"fpd1","000rug","2012-07",7.618,5.621,10.081
"fpd1","000rug","2012-08",8.018,6.001,10.007
"fpd1","000rug","2012-09",8.894,6.813,12.39
"fpd1","000rug","2012-10",9.486,7.919,10.83
"fpd1","000rug","2012-11",9.436,8.276,10.36
"fpd1","000rug","2012-12",9.474,8.653,10.437
"fpd2","000rug","2012-01",10.385,9.139,11.805
"fpd2","000rug","2012-02",9.965,8.452,11.254
"fpd2","000rug","2012-03",9.877,9.093,10.782
"fpd2","000rug","2012-04",9.565,8.168,10.894
"fpd2","000rug","2012-05",9.004,7.521,10.048
"fpd2","000rug","2012-06",7.643,5.238,10.467
"fpd2","000rug","2012-07",7.462,5.194,10.406
"fpd2","000rug","2012-08",8.213,5.825,10.472
"fpd2","000rug","2012-09",9.134,6.936,13.175
"fpd2","000rug","2012-10",9.681,8.139,11.326
"fpd2","000rug","2012-11",9.658,8.086,10.851
"fpd2","000rug","2012-12",9.5685,8.623,11.1915
"fpd2","000rug","2013-01",10.331,8.943,11.839
"fpd2","000rug","2013-02",10.235,9.161,11.932
"fpd2","000rug","2013-03",9.591,8.501,10.415
"fpd2","000rug","2013-04",9.716,8.99,10.826
"fpd2","000rug","2013-05",8.479,6.54,10.095
"fpd2","000rug","2013-06",7.289,5.521,9.846
"fpd2","000rug","2013-07",7.357,5.682,9.482
"fpd2","000rug","2013-08",7.358,5.226,10.949
"fpd2","000rug","2013-09",9.1415,6.74,11.99
"fpd2","000rug","2013-10",8.986,7.837,11.365
"fpd2","000rug","2013-11",9.76,8.441,10.791
"fpd2","000rug","2013-12",9.277,7.895,10.247
"fpd2","000rug","2014-01",9.8305,8.8425,11.265
"fpd3","000rug","2012-01",13.281,11.739,14.902
"fpd3","000rug","2012-02",12.779,10.569,14.74
"fpd3","000rug","2012-03",12.054,10.888,13.671
"fpd3","000rug","2012-04",10.77,8.869,12.652
"fpd3","000rug","2012-05",9.596,7.996,10.894
"fpd3","000rug","2012-06",8.366,6.488,11.435
"fpd3","000rug","2012-07",7.934,6.395,11.35
"fpd3","000rug","2012-08",8.374,6.479,11.067
"fpd3","000rug","2012-09",9.346,7.411,14.324
"fpd3","000rug","2012-10",10.187,8.105,12.351
"fpd3","000rug","2012-11",10.399,9.438,11.597
"fpd3","000rug","2012-12",10.287,9.568,11.123
"fpd3","000rug","2013-01",10.986,9.586,12.836
"fpd3","000rug","2013-02",11.226,9.669,13.331
"fpd3","000rug","2013-03",10.756,9.934,11.578
"fpd3","000rug","2013-04",10.382,9.7,11.349
"fpd3","000rug","2013-05",9.053,7.842,10.561
"fpd3","000rug","2013-06",7.801,6.185,10.645
"fpd3","000rug","2013-07",7.702,5.531,10.505
"fpd3","000rug","2013-08",8.088,5.944,12.186
"fpd3","000rug","2013-09",9.652,7.649,12.487
"fpd3","000rug","2013-10",9.598,8.019,11.755
"fpd3","000rug","2013-11",10.553,8.856,11.567
"fpd3","000rug","2013-12",10.057,8.627,11.191
"fpd3","000rug","2014-01",10.682,9.316,12.498
"fpd3","000rug","2014-02",10.628,9.113,11.748
"fpd3","000rug","2014-03",10.3475,8.93,11.523
"fpd3","000rug","2014-04",9.794,8.551,11.352
"fpd4","000rug","2012-01",11.136,9.999,12.735
"fpd4","000rug","2012-02",11.008,9.516,11.949
"fpd4","000rug","2012-03",10.795,9.712,11.966
"fpd4","000rug","2012-04",10.321,8.856,11.399
"fpd4","000rug","2012-05",9.562,8.216,10.735
"fpd4","000rug","2012-06",8.324,6.592,11.611
"fpd4","000rug","2012-07",7.703,6.496,9.465
"fpd4","000rug","2012-08",8.073,6.342,10.021
"fpd4","000rug","2012-09",9.361,7.489,13.939
"fpd4","000rug","2012-10",10.158,8.181,12.178
"fpd4","000rug","2012-11",10.474,9.595,11.515
"fpd4","000rug","2012-12",10.4,9.745,11.202
"fpd4","000rug","2013-01",11.251,9.948,13.121
"fpd4","000rug","2013-02",11.409,10.079,13.044
"fpd4","000rug","2013-03",11.01,10.101,11.883
"fpd4","000rug","2013-04",10.536,9.762,11.592
"fpd4","000rug","2013-05",9.12,7.747,10.55
"fpd4","000rug","2013-06",7.779,6.004,10.707
"fpd4","000rug","2013-07",8.252,5.581,10.232
"fpd4","000rug","2013-08",8.569,7.015,10.778
"fpd4","000rug","2013-09",9.693,8.203,11.603
"fpd4","000rug","2013-10",9.477,8.343,10.74
"fpd4","000rug","2013-11",10.437,8.89,11.468
"fpd4","000rug","2013-12",10,9.049,10.798
"fpd5","000rug","2012-01",12.016,11.01,13.509
"fpd5","000rug","2012-02",12.084,10.775,13.364
"fpd5","000rug","2012-03",12.113,10.975,13.371
"fpd5","000rug","2012-04",11.283,10.088,12.324
"fpd5","000rug","2012-05",10.617,9.428,11.876
"fpd5","000rug","2012-06",9.347,7.208,12.606
"fpd5","000rug","2012-07",8.827,6.789,13.326
"fpd5","000rug","2012-08",9.49,7.138,12.127
"fpd5","000rug","2012-09",10.568,8.474,15.738
"fpd5","000rug","2012-10",11.045,9.011,12.903
"fpd5","000rug","2012-11",10.998,9.787,12.052
"fpd5","000rug","2012-12",11.0475,9.906,11.9045
"fpd5","000rug","2013-01",11.779,10.411,13.912
"fpd5","000rug","2013-02",12.564,11.555,14.249
"fpd5","000rug","2013-03",12.0645,11.084,13.368
"fpd5","000rug","2013-04",11.602,10.416,12.73
"fpd5","000rug","2013-05",10.248,9.22,11.979
"fpd5","000rug","2013-06",9.283,6.177,13.158
"fpd5","000rug","2013-07",9.033,6.735,11.867
"fpd5","000rug","2013-08",8.976,6.768,13.755
"fpd5","000rug","2013-09",10.962,7.932,14.627
"fpd5","000rug","2013-10",10.646,9.23,12.8
"fpd5","000rug","2013-11",11.434,10.311,12.534
"fpd5","000rug","2013-12",10.9945,10.226,12.265
"fpd5","000rug","2014-01",12.346,10.878,15.504
"fpd5","000rug","2014-02",11.883,10.216,13.389
"fpd5","000rug","2014-03",11.81,10.781,13.422
"fpd5","000rug","2014-04",11.539,10.64,12.692
"fpo1","000rug","2012-01",11.458,10.308,12.734
"fpo1","000rug","2012-02",10.945,9.574,12.091
"fpo1","000rug","2012-03",10.3,8.956,11.967
"fpo1","000rug","2012-04",9.806,8.508,11
"fpo1","000rug","2012-05",8.997,7.564,10.179
"fpo1","000rug","2012-06",8.173,7.161,10.753
"fpo1","000rug","2012-07",8.017,7.167,9.277
"fpo1","000rug","2012-08",8.687,7.397,9.973
"fpo1","000rug","2012-09",9.312,7.165,13.457
"fpo1","000rug","2012-10",10.097,8.628,11.562
"fpo1","000rug","2012-11",10.056,8.772,11.369
"fpo1","000rug","2012-12",10.024,9.011,11.501
"fpo1","000rug","2013-01",10.828,9.766,12.477
"fpo1","000rug","2013-02",10.786,9.825,12.36
"fpo1","000rug","2013-03",9.952,9.214,10.705
"fpo1","000rug","2013-04",10.024,9.318,11.095
"fpo1","000rug","2013-05",8.775,7.052,10.419
"fpo1","000rug","2013-06",7.627,5.908,9.897
"fpo1","000rug","2013-07",7.751,6.06,9.808
"fpo1","000rug","2013-08",7.739,5.193,11.403
"fpo1","000rug","2013-09",9.338,7.403,11.713
"fpo1","000rug","2013-10",9.376,7.342,11.692
"fpo1","000rug","2013-11",9.951,9.039,11.131
"fpo1","000rug","2013-12",9.883,9.211,11.027
"fpo2","000rug","2012-01",11.492,10.21,12.783
"fpo2","000rug","2012-02",11.165,9.393,12.743
"fpo2","000rug","2012-03",10.526,9.443,11.894
"fpo2","000rug","2012-04",9.399,8.505,11.078
"fpo2","000rug","2012-05",8.458,7.621,9.215
"fpo2","000rug","2012-06",7.53,6.676,9.287
"fpo2","000rug","2012-07",7.053,6.162,8.115
"fpo2","000rug","2012-08",7.678,6.682,8.763
"fpo2","000rug","2012-09",8.631,7.392,10.338
"fpo2","000rug","2012-10",9.697,8.385,11.197
"fpo2","000rug","2012-11",9.898,8.603,10.974
"fpo2","000rug","2012-12",9.8375,9.084,11.2175
"fpo2","000rug","2013-01",10.702,9.561,12.149
"fpo2","000rug","2013-02",10.768,9.854,12.134
"fpo2","000rug","2013-03",9.944,9.15,10.606
"fpo2","000rug","2013-04",9.855,9.147,11.009
"fpo2","000rug","2013-05",8.581,6.936,10.066
"fpo2","000rug","2013-06",7.456,5.515,10.128
"fpo2","000rug","2013-07",7.509,5.932,9.729
"fpo2","000rug","2013-08",7.512,5.415,10.932
"fpo2","000rug","2013-09",9.3555,7.192,12.034
"fpo2","000rug","2013-10",9.483,8.36,12.45
"fpo2","000rug","2013-11",10.2415,9.0245,11.3685
"fpo2","000rug","2013-12",9.8525,8.507,11.1625
"fpo3","000rug","2012-01",10.123,8.986,11.377
"fpo3","000rug","2012-02",9.905,8.745,11.145
"fpo3","000rug","2012-03",9.779,9.063,10.482
"fpo3","000rug","2012-04",9.304,8.068,10.398
"fpo3","000rug","2012-05",8.609,7.073,9.689
"fpo3","000rug","2012-06",7.351,5.348,10.035
"fpo3","000rug","2012-07",7.284,5.035,9.763
"fpo3","000rug","2012-08",8.003,5.833,10.143
"fpo3","000rug","2012-09",9.01,6.834,12.684
"fpo3","000rug","2012-10",9.474,7.92,10.773
"fpo3","000rug","2012-11",9.396,8.091,10.457
"fpo3","000rug","2012-12",9.3795,8.6065,10.7805
"fpo3","000rug","2013-01",10.242,9.151,11.695
"fpo3","000rug","2013-02",10.388,9.407,11.898
"fpo3","000rug","2013-03",9.619,8.889,10.346
"fpo3","000rug","2013-04",9.557,8.838,10.715
"fpo3","000rug","2013-05",8.344,6.402,10.158
"fpo3","000rug","2013-06",7.347,5.16,10.11
"fpo3","000rug","2013-07",7.341,5.663,9.036
"fpo3","000rug","2013-08",7.148,4.875,10.774
"fpo3","000rug","2013-09",9.0405,6.744,12.049
"fpo3","000rug","2013-10",9.2015,8.0525,12.3745
"fpo3","000rug","2013-11",9.8475,8.513,11.115
"fpo3","000rug","2013-12",9.4235,8.072,10.8005
"fpo4","000rug","2012-01",13.45,11.891,15.036
"fpo4","000rug","2012-02",12.962,10.685,14.895
"fpo4","000rug","2012-03",12.189,11.082,13.9
"fpo4","000rug","2012-04",10.926,9.262,12.777
"fpo4","000rug","2012-05",9.805,8.525,10.955
"fpo4","000rug","2012-06",8.464,6.763,11.515
"fpo4","000rug","2012-07",7.865,6.465,10.816
"fpo4","000rug","2012-08",8.366,6.842,10.233
"fpo4","000rug","2012-09",9.41,8.129,12.869
"fpo4","000rug","2012-10",10.375,8.644,11.882
"fpo4","000rug","2012-11",10.679,9.734,11.665
"fpo4","000rug","2012-12",10.683,10.018,11.409
"fpo4","000rug","2013-01",11.405,10.077,12.968
"fpo4","000rug","2013-02",11.592,10.313,12.926
"fpo4","000rug","2013-03",11.168,10.393,11.865
"fpo4","000rug","2013-04",10.741,9.909,11.738
"fpo4","000rug","2013-05",9.286,8.177,10.58
"fpo4","000rug","2013-06",7.764,6.064,10.035
"fpo4","000rug","2013-07",7.53,5.766,9.809
"fpo4","000rug","2013-08",7.96,6.142,11.22
"fpo4","000rug","2013-09",9.564,7.571,12.319
"fpo4","000rug","2013-10",9.802,8.577,11.478
"fpo4","000rug","2013-11",10.852,9.434,11.903
"fpo4","000rug","2013-12",10.453,9.391,11.528
"fpo4","000rug","2014-01",11.376,10.264,12.53
"fpo4","000rug","2014-02",11.085,9.632,12.075
"fpo4","000rug","2014-03",10.86,9.7365,11.8295
"fpo4","000rug","2014-04",10.272,9.238,11.347
"fpo5","000rug","2012-01",11.802,10.387,13.259
"fpo5","000rug","2012-02",11.694,10.372,12.615
"fpo5","000rug","2012-03",11.598,10.538,12.706
"fpo5","000rug","2012-04",10.844,9.733,11.694
"fpo5","000rug","2012-05",10.09,8.98,11.285
"fpo5","000rug","2012-06",8.808,7.191,11.991
"fpo5","000rug","2012-07",8.055,6.526,11.254
"fpo5","000rug","2012-08",8.596,6.954,10.881
"fpo5","000rug","2012-09",9.729,8.418,13.71
"fpo5","000rug","2012-10",10.68,8.923,12.224
"fpo5","000rug","2012-11",10.877,9.83,11.914
"fpo5","000rug","2012-12",11.0665,10.027,12.048
"fpo5","000rug","2013-01",11.81,10.593,13.363
"fpo5","000rug","2013-02",12.258,11.235,13.427
"fpo5","000rug","2013-03",11.659,10.95,12.767
"fpo5","000rug","2013-04",11.12,10.127,12.106
"fpo5","000rug","2013-05",9.63,8.75,10.531
"fpo5","000rug","2013-06",8.466,6.208,11.378
"fpo5","000rug","2013-07",8.165,6.547,10.134
"fpo5","000rug","2013-08",8.364,6.517,12.491
"fpo5","000rug","2013-09",9.982,7.515,13.09
"fpo5","000rug","2013-10",10.167,8.835,11.927
"fpo5","000rug","2013-11",11.276,10.065,12.324
"fpo5","000rug","2013-12",10.974,10.236,12.034
"fpo5","000rug","2014-01",12.167,10.428,15.167
"fpo5","000rug","2014-02",11.776,10.347,13.138
"fpo5","000rug","2014-03",11.678,10.739,12.79
"fpo5","000rug","2014-04",11.275,10.475,12.326
"gra1","000rug","2011-01",18.636,17.108,20.45
"gra1","000rug","2011-02",18.475,15.733,20.721
"gra1","000rug","2011-03",17.939,16.568,19.321
"gra1","000rug","2011-04",17.128,15.96,18.042
"gra1","000rug","2011-05",16.225,15.393,17.756
"gra1","000rug","2011-06",15.175,13.836,17.622
"gra1","000rug","2011-07",14.273,12.633,15.6
"gra1","000rug","2011-08",14.607,13.302,15.857
"gra1","000rug","2011-09",15.569,13.691,17.464
"gra1","000rug","2011-10",16.496,14.09,18.877
"gra1","000rug","2011-11",17.352,15.595,18.351
"gra1","000rug","2011-12",17.901,16.466,19.418
"gra1","000rug","2012-01",18.917,17.429,20.535
"gra1","000rug","2012-02",18.661,16.114,21.224
"gra1","000rug","2012-03",18.177,16.624,19.605
"gra1","000rug","2012-04",16.833,15.437,18.854
"gra1","000rug","2012-05",15.458,14.078,16.53
"gra1","000rug","2012-06",14.353,13.022,15.818
"gra1","000rug","2012-07",13.622,12.098,15.432
"gra1","000rug","2012-08",14.164,12.806,15.215
"gra1","000rug","2012-09",15.304,13.415,16.82
"gra1","000rug","2012-10",16.81,14.948,18.331
"gra1","000rug","2012-11",16.951,14.947,18.089
"gra1","000rug","2012-12",17.371,15.844,18.977
"gra1","000wxt","2013-01",17.787,16.293,19.1
"gra1","000wxt","2013-02",18.142,16.042,19.83
"gra1","000wxt","2013-03",17.4,15.924,18.371
"gra1","000wxt","2013-04",16.907,15.59,18.172
"gra1","000wxt","2013-05",15.262,14.082,16.128
"gra1","000wxt","2013-06",13.653,12.297,14.849
"gra1","000wxt","2013-07",13.256,12.3,14.437
"gra1","000wxt","2013-08",13.734,12.639,14.853
"gra1","000wxt","2013-09",15.357,14.117,17.436
"gra1","000wxt","2013-10",16.152,15.067,17.813
"gra1","000wxt","2013-11",16.794,14.868,18.465
"gra1","000wxt","2013-12",17.053,15.981,18.357
"gra1","000wxt","2014-01",16.846,6.979,18.448
"gra2","000rug","2011-01",20.154,18.487,22.283
"gra2","000rug","2011-02",19.839,16.58,21.78
"gra2","000rug","2011-03",19.135,17.36,20.815
"gra2","000rug","2011-04",17.976,16.92,18.929
"gra2","000rug","2011-05",17.007,15.814,18.349
"gra2","000rug","2011-06",15.787,14.171,18.05
"gra2","000rug","2011-07",14.698,12.553,16.052
"gra2","000rug","2011-08",15.192,13.669,16.255
"gra2","000rug","2011-09",16.648,14.643,18.496
"gra2","000rug","2011-10",17.528,14.845,20.654
"gra2","000rug","2011-11",18.66,17.351,19.777
"gra2","000rug","2011-12",18.943,17.492,20.216
"gra2","000rug","2012-01",21.54,19.59,24
"gra2","000rug","2012-02",20.839,18.507,22.387
"gra2","000rug","2012-03",19.939,18.236,21.463
"gra2","000rug","2012-04",18.024,16.391,19.8
"gra2","000rug","2012-05",16.881,14.765,18.494
"gra2","000rug","2012-06",14.641,12.085,19.992
"gra2","000rug","2012-07",13.495,11.172,18.471
"gra2","000rug","2012-08",14.634,12.012,18.128
"gra2","000rug","2012-09",16.384,13.951,23.011
"gra2","000rug","2012-10",17.984,15.307,20.338
"gra2","000rug","2012-11",18.391,16.467,19.829
"gra2","000rug","2012-12",18.675,17.485,19.918
"gra4","000rug","2011-01",23.575,22.099,25.852
"gra4","000rug","2011-02",23.53,19.58,25.916
"gra4","000rug","2011-03",22.385,20.032,24.46
"gra4","000rug","2011-04",21.22,19.797,22.367
"gra4","000rug","2011-05",20.116,18.809,21.487
"gra4","000rug","2011-06",19.406,17.495,21.368
"gra4","000rug","2011-07",18.774,17.343,19.832
"gra4","000rug","2011-08",19.12,17.913,19.931
"gra4","000rug","2011-09",20.111,18.007,21.436
"gra4","000rug","2011-10",20.705,17.826,23.446
"gra4","000rug","2011-11",21.527,19.725,23.26
"gra4","000rug","2011-12",22.21,19.988,23.634
"gra4","000rug","2012-01",24.163,22.742,26.037
"gra4","000rug","2012-02",23.764,21.274,25.232
"gra4","000rug","2012-03",22.74,20.813,24.268
"gra4","000rug","2012-04",20.509,18.775,22.965
"gra4","000rug","2012-05",19.332,17.361,20.422
"gra4","000rug","2012-06",18.322,17.083,19.518
"gra4","000rug","2012-07",17.56,16.046,19.084
"gra4","000rug","2012-08",18.238,16.545,19.628
"gra4","000rug","2012-09",19.241,17.472,20.828
"gra4","000rug","2012-10",20.863,18.178,22.772
"gra4","000rug","2012-11",21.075,18.42,22.281
"gra4","000rug","2012-12",21.106,19.444,22.263
"gra4","000rug","2013-01",22.753,21.27,24.487
"gra4","000rug","2013-02",23.137,20.891,24.677
"gra4","000rug","2013-03",21.8,20.4455,23.3215
"gra4","000rug","2013-04",20.8285,18.6535,22.1985
"gra4","000rug","2013-05",19.1185,17.484,20.3235
"gra4","000rug","2013-06",17.7575,16.358,19.5505
"gra4","000rug","2013-07",17.277,15.9,18.667
"gra4","000rug","2013-08",17.037,15.193,18.712
"gra4","000rug","2013-09",19.279,17.619,22.017
"gra4","000rug","2013-10",20.674,19.275,22.397
"gra4","000rug","2013-11",21.552,17.484,22.87
"gra4","000rug","2013-12",21.238,19.721,22.594
"gra4","000rug","2014-01",23.012,21.815,23.539
"gra4","000rug","2014-02",21.971,19.125,24.437
"gra4","000rug","2014-03",21.804,20.139,23.023
"gra4","000rug","2014-04",20.707,19.029,22.149
"gra5","000rug","2011-01",23.032,21.883,24.951
"gra5","000rug","2011-02",22.866,18.99,24.998
"gra5","000rug","2011-03",22.196,20.216,23.974
"gra5","000rug","2011-04",21.291,20.252,22.392
"gra5","000rug","2011-05",20.278,18.571,21.579
"gra5","000rug","2011-06",19.388,16.941,21.223
"gra5","000rug","2011-07",18.623,17.099,20.144
"gra5","000rug","2011-08",18.913,17.25,19.725
"gra5","000rug","2011-09",19.721,17.317,21.512
"gra5","000rug","2011-10",20.396,16.939,23.688
"gra5","000rug","2011-11",21.68,20.044,23.116
"gra5","000rug","2011-12",23.259,20.323,24.876
"gra5","000rug","2012-01",24.445,22.741,27.135
"gra5","000rug","2012-02",24.144,21.875,25.551
"gra5","000rug","2012-03",23.193,21.318,24.626
"gra5","000rug","2012-04",21.424,19.578,23.689
"gra5","000rug","2012-05",20.401,18.134,21.851
"gra5","000rug","2012-06",19.34,17.643,20.709
"gra5","000rug","2012-07",18.369,16.289,20.147
"gra5","000rug","2012-08",18.935,17.379,20.272
"gra5","000rug","2012-09",19.952,17.868,21.576
"gra5","000rug","2012-10",21.159,18.717,23.171
"gra5","000rug","2012-11",21.484,18.226,23.425
"gra5","000rug","2012-12",21.768,20.304,23.29
"gra5","000rug","2013-01",22.433,20.684,24.361
"gra5","000rug","2013-02",23.049,20.482,24.6505
"gra5","000rug","2013-03",22.512,21.384,23.769
"gra5","000rug","2013-04",21.831,19.918,23.308
"gra5","000rug","2013-05",20.009,17.732,21.464
"gra5","000rug","2013-06",18.524,16.778,20.456
"gra5","000rug","2013-07",18.118,16.67,19.52
"gra5","000rug","2013-08",18.093,16.04,20.006
"gra5","000rug","2013-09",20.215,18.004,22.649
"gra5","000rug","2013-10",21.404,19.669,23.095
"gra5","000rug","2013-11",21.792,18.03,23.404
"gra5","000rug","2013-12",21.093,19.98,22.44
"gra5","000rug","2014-01",23.054,21.43,24.521
"gra5","000rug","2014-02",22.1025,19.8665,24.649
"gra5","000rug","2014-03",22.043,20.2915,23.218
"gra5","000rug","2014-04",21.269,19.415,22.667
"hel2","000rug","2012-01",6.222,4.662,8.009
"hel2","000rug","2012-02",5.605,3.182,7.249
"hel2","000rug","2012-03",5.164,3.833,6.195
"hel2","000rug","2012-04",3.749,2.342,5.492
"hel2","000rug","2012-05",2.696,1.336,4.329
"hel2","000rug","2012-06",3.296,1.311,5.475
"hel2","000rug","2012-07",3.379,0.493,6.794
"hel2","000rug","2012-08",3.868,1.195,6.681
"hel2","000rug","2012-09",4.621,2.212,7.186
"hel2","000rug","2012-10",5.18,3.913,7.525
"hel2","000rug","2012-11",5.187,3.655,6.333
"hel2","000rug","2012-12",4.933,3.438,6.005
"hel3","000rug","2012-01",5.481,3.147,9.841
"hel3","000rug","2012-02",4.451,2.751,6.703
"hel3","000rug","2012-03",4.167,2.672,6.063
"hel3","000rug","2012-04",4.208,2.421,6.606
"hel3","000rug","2012-05",2.607,0.659,4.348
"hel3","000rug","2012-06",0.514,-2.972,5.031
"hel3","000rug","2012-07",-0.395,-3.655,4.206
"hel3","000rug","2012-08",0.559,-2.711,3.921
"hel3","000rug","2012-09",2.159,-0.82,7.737
"hel3","000rug","2012-10",3.492,0.83,6.348
"hel3","000rug","2012-11",3.74,1.564,5.509
"hel3","000rug","2012-12",3.818,1.668,5.665
"hel4","000rug","2013-01",5.203,3.4,7.72
"hel4","000rug","2013-02",5.946,4.782,8.296
"hel4","000rug","2013-03",5.578,3.82,7.063
"hel4","000rug","2013-04",5.443,3.861,7.063
"hel4","000rug","2013-05",4.227,2.838,5.467
"hel4","000rug","2013-06",3.182,1.181,5.562
"hel4","000rug","2013-07",2.866,1.148,4.542
"hel4","000rug","2013-08",3.067,1.499,5.69
